Comunidad Autónoma y Provincia	Tipo de indicador	años	Total
Girona	CENTROS DE TRABAJO CONVOCADOS	1998	2,0
Girona	CENTROS DE TRABAJO CONVOCADOS	1997	..
Girona	CENTROS DE TRABAJO CONVOCADOS	1996	223,0
Girona	CENTROS DE TRABAJO CONVOCADOS	1995	4,0
Girona	CENTROS DE TRABAJO CONVOCADOS	1994	10,0
Girona	CENTROS DE TRABAJO CONVOCADOS	1993	786,0
Girona	CENTROS DE TRABAJO CONVOCADOS	1992	163,0
Girona	CENTROS DE TRABAJO CONVOCADOS	1991	325,0
Girona	TRABAJADORES PARTICIPANTES (miles)	2001	0,4
Girona	TRABAJADORES PARTICIPANTES (miles)	2000	0,6
Girona	TRABAJADORES PARTICIPANTES (miles)	1999	0,1
Girona	TRABAJADORES PARTICIPANTES (miles)	1998	0,1
Girona	TRABAJADORES PARTICIPANTES (miles)	1997	..
Girona	TRABAJADORES PARTICIPANTES (miles)	1996	2,2
Girona	TRABAJADORES PARTICIPANTES (miles)	1995	0,4
Girona	TRABAJADORES PARTICIPANTES (miles)	1994	0,3
Girona	TRABAJADORES PARTICIPANTES (miles)	1993	2,0
Girona	TRABAJADORES PARTICIPANTES (miles)	1992	7,4
Girona	TRABAJADORES PARTICIPANTES (miles)	1991	2,2
Girona	JORNADAS NO TRABAJADAS (miles)	2001	0,3
Girona	JORNADAS NO TRABAJADAS (miles)	2000	1,7
Girona	JORNADAS NO TRABAJADAS (miles)	1999	0,1
Girona	JORNADAS NO TRABAJADAS (miles)	1998	0,6
Girona	JORNADAS NO TRABAJADAS (miles)	1997	..
Girona	JORNADAS NO TRABAJADAS (miles)	1996	8,5
Girona	JORNADAS NO TRABAJADAS (miles)	1995	0,9
Girona	JORNADAS NO TRABAJADAS (miles)	1994	0,8
Girona	JORNADAS NO TRABAJADAS (miles)	1993	7,4
Girona	JORNADAS NO TRABAJADAS (miles)	1992	36,3
Girona	JORNADAS NO TRABAJADAS (miles)	1991	2,2
Lleida	HUELGAS DESARROLLADAS	2001	1,0
Lleida	HUELGAS DESARROLLADAS	2000	1,0
Lleida	HUELGAS DESARROLLADAS	1999	3,0
Lleida	HUELGAS DESARROLLADAS	1998	..
Lleida	HUELGAS DESARROLLADAS	1997	3,0
Lleida	HUELGAS DESARROLLADAS	1996	2,0
Lleida	HUELGAS DESARROLLADAS	1995	..
Lleida	HUELGAS DESARROLLADAS	1994	4,0
Lleida	HUELGAS DESARROLLADAS	1993	4,0
Lleida	HUELGAS DESARROLLADAS	1992	5,0
Lleida	HUELGAS DESARROLLADAS	1991	8,0
Lleida	CENTROS DE TRABAJO CONVOCADOS	2001	1,0
Lleida	CENTROS DE TRABAJO CONVOCADOS	2000	1,0
Lleida	CENTROS DE TRABAJO CONVOCADOS	1999	3,0
Lleida	CENTROS DE TRABAJO CONVOCADOS	1998	..
Lleida	CENTROS DE TRABAJO CONVOCADOS	1997	3,0
Lleida	CENTROS DE TRABAJO CONVOCADOS	1996	5,0
Lleida	CENTROS DE TRABAJO CONVOCADOS	1995	..
Lleida	CENTROS DE TRABAJO CONVOCADOS	1994	4,0
Lleida	CENTROS DE TRABAJO CONVOCADOS	1993	8,0
Lleida	CENTROS DE TRABAJO CONVOCADOS	1992	1.004,0
Lleida	CENTROS DE TRABAJO CONVOCADOS	1991	8,0
Lleida	TRABAJADORES PARTICIPANTES (miles)	2001	..
Lleida	TRABAJADORES PARTICIPANTES (miles)	2000	..
Lleida	TRABAJADORES PARTICIPANTES (miles)	1999	0,1
Lleida	TRABAJADORES PARTICIPANTES (miles)	1998	..
Lleida	TRABAJADORES PARTICIPANTES (miles)	1997	0,3
Lleida	TRABAJADORES PARTICIPANTES (miles)	1996	0,3
Lleida	TRABAJADORES PARTICIPANTES (miles)	1995	..
Lleida	TRABAJADORES PARTICIPANTES (miles)	1994	0,2
Lleida	TRABAJADORES PARTICIPANTES (miles)	1993	0,4
Lleida	TRABAJADORES PARTICIPANTES (miles)	1992	7,1
Lleida	TRABAJADORES PARTICIPANTES (miles)	1991	1,4
Lleida	JORNADAS NO TRABAJADAS (miles)	2001	..
Lleida	JORNADAS NO TRABAJADAS (miles)	2000	..
Lleida	JORNADAS NO TRABAJADAS (miles)	1999	1,9
Lleida	JORNADAS NO TRABAJADAS (miles)	1998	..
Lleida	JORNADAS NO TRABAJADAS (miles)	1997	0,7
Lleida	JORNADAS NO TRABAJADAS (miles)	1996	0,4
Lleida	JORNADAS NO TRABAJADAS (miles)	1995	..
Lleida	JORNADAS NO TRABAJADAS (miles)	1994	2,0
Lleida	JORNADAS NO TRABAJADAS (miles)	1993	1,2
Lleida	JORNADAS NO TRABAJADAS (miles)	1992	16,3
Lleida	JORNADAS NO TRABAJADAS (miles)	1991	4,2
Tarragona	HUELGAS DESARROLLADAS	2001	5,0
Tarragona	HUELGAS DESARROLLADAS	2000	7,0
Tarragona	HUELGAS DESARROLLADAS	1999	6,0
Tarragona	HUELGAS DESARROLLADAS	1998	10,0
Tarragona	HUELGAS DESARROLLADAS	1997	4,0
Tarragona	HUELGAS DESARROLLADAS	1996	4,0
Tarragona	HUELGAS DESARROLLADAS	1995	7,0
Tarragona	HUELGAS DESARROLLADAS	1994	1,0
Tarragona	HUELGAS DESARROLLADAS	1993	4,0
Tarragona	HUELGAS DESARROLLADAS	1992	10,0
Tarragona	HUELGAS DESARROLLADAS	1991	18,0
Tarragona	CENTROS DE TRABAJO CONVOCADOS	2001	9,0
Tarragona	CENTROS DE TRABAJO CONVOCADOS	2000	21,0
Tarragona	CENTROS DE TRABAJO CONVOCADOS	1999	6,0
Tarragona	CENTROS DE TRABAJO CONVOCADOS	1998	25,0
Tarragona	CENTROS DE TRABAJO CONVOCADOS	1997	10,0
Tarragona	CENTROS DE TRABAJO CONVOCADOS	1996	5,0
Tarragona	CENTROS DE TRABAJO CONVOCADOS	1995	63,0
Tarragona	CENTROS DE TRABAJO CONVOCADOS	1994	1,0
Tarragona	CENTROS DE TRABAJO CONVOCADOS	1993	13,0
Tarragona	CENTROS DE TRABAJO CONVOCADOS	1992	10,0
Tarragona	CENTROS DE TRABAJO CONVOCADOS	1991	324,0
Tarragona	TRABAJADORES PARTICIPANTES (miles)	2001	0,1
Tarragona	TRABAJADORES PARTICIPANTES (miles)	2000	1,2
Tarragona	TRABAJADORES PARTICIPANTES (miles)	1999	0,3
Tarragona	TRABAJADORES PARTICIPANTES (miles)	1998	0,3
Tarragona	TRABAJADORES PARTICIPANTES (miles)	1997	0,8
Tarragona	TRABAJADORES PARTICIPANTES (miles)	1996	0,6
Tarragona	TRABAJADORES PARTICIPANTES (miles)	1995	1,0
Tarragona	TRABAJADORES PARTICIPANTES (miles)	1994	..
Tarragona	TRABAJADORES PARTICIPANTES (miles)	1993	0,7
Tarragona	TRABAJADORES PARTICIPANTES (miles)	1992	0,6
Tarragona	TRABAJADORES PARTICIPANTES (miles)	1991	3,9
Tarragona	JORNADAS NO TRABAJADAS (miles)	2001	0,2
Tarragona	JORNADAS NO TRABAJADAS (miles)	2000	5,7
Tarragona	JORNADAS NO TRABAJADAS (miles)	1999	0,3
Tarragona	JORNADAS NO TRABAJADAS (miles)	1998	1,3
Tarragona	JORNADAS NO TRABAJADAS (miles)	1997	1,8
Tarragona	JORNADAS NO TRABAJADAS (miles)	1996	0,8
Tarragona	JORNADAS NO TRABAJADAS (miles)	1995	2,6
Tarragona	JORNADAS NO TRABAJADAS (miles)	1994	..
Tarragona	JORNADAS NO TRABAJADAS (miles)	1993	2,2
Tarragona	JORNADAS NO TRABAJADAS (miles)	1992	2,0
Tarragona	JORNADAS NO TRABAJADAS (miles)	1991	6,9
Comunidad Valenciana	HUELGAS DESARROLLADAS	2001	43,0
Comunidad Valenciana	HUELGAS DESARROLLADAS	2000	38,0
Comunidad Valenciana	HUELGAS DESARROLLADAS	1999	57,0
Comunidad Valenciana	HUELGAS DESARROLLADAS	1998	45,0
Comunidad Valenciana	HUELGAS DESARROLLADAS	1997	32,0
Comunidad Valenciana	HUELGAS DESARROLLADAS	1996	55,0
Comunidad Valenciana	HUELGAS DESARROLLADAS	1995	61,0
Comunidad Valenciana	HUELGAS DESARROLLADAS	1994	45,0
Comunidad Valenciana	HUELGAS DESARROLLADAS	1993	79,0
Comunidad Valenciana	HUELGAS DESARROLLADAS	1992	118,0
Comunidad Valenciana	HUELGAS DESARROLLADAS	1991	89,0
Comunidad Valenciana	CENTROS DE TRABAJO CONVOCADOS	2001	6.340,0
Comunidad Valenciana	CENTROS DE TRABAJO CONVOCADOS	2000	5.240,0
Comunidad Valenciana	CENTROS DE TRABAJO CONVOCADOS	1999	1.059,0
Comunidad Valenciana	CENTROS DE TRABAJO CONVOCADOS	1998	76,0
Comunidad Valenciana	CENTROS DE TRABAJO CONVOCADOS	1997	200,0
Comunidad Valenciana	CENTROS DE TRABAJO CONVOCADOS	1996	9.512,0
Comunidad Valenciana	CENTROS DE TRABAJO CONVOCADOS	1995	1.095,0
Comunidad Valenciana	CENTROS DE TRABAJO CONVOCADOS	1994	6.273,0
Comunidad Valenciana	CENTROS DE TRABAJO CONVOCADOS	1993	5.176,0
Comunidad Valenciana	CENTROS DE TRABAJO CONVOCADOS	1992	14.157,0
Comunidad Valenciana	CENTROS DE TRABAJO CONVOCADOS	1991	5.784,0
Comunidad Valenciana	TRABAJADORES PARTICIPANTES (miles)	2001	35,3
Comunidad Valenciana	TRABAJADORES PARTICIPANTES (miles)	2000	9,3
Comunidad Valenciana	TRABAJADORES PARTICIPANTES (miles)	1999	19,5
Comunidad Valenciana	TRABAJADORES PARTICIPANTES (miles)	1998	34,4
Comunidad Valenciana	TRABAJADORES PARTICIPANTES (miles)	1997	21,7
Comunidad Valenciana	TRABAJADORES PARTICIPANTES (miles)	1996	54,5
Comunidad Valenciana	TRABAJADORES PARTICIPANTES (miles)	1995	15,4
Comunidad Valenciana	TRABAJADORES PARTICIPANTES (miles)	1994	70,6
Comunidad Valenciana	TRABAJADORES PARTICIPANTES (miles)	1993	47,4
Comunidad Valenciana	TRABAJADORES PARTICIPANTES (miles)	1992	94,6
Comunidad Valenciana	TRABAJADORES PARTICIPANTES (miles)	1991	36,1
Comunidad Valenciana	JORNADAS NO TRABAJADAS (miles)	2001	44,7
Comunidad Valenciana	JORNADAS NO TRABAJADAS (miles)	2000	17,0
Comunidad Valenciana	JORNADAS NO TRABAJADAS (miles)	1999	26,7
Comunidad Valenciana	JORNADAS NO TRABAJADAS (miles)	1998	53,9
Comunidad Valenciana	JORNADAS NO TRABAJADAS (miles)	1997	14,1
Comunidad Valenciana	JORNADAS NO TRABAJADAS (miles)	1996	62,4
Comunidad Valenciana	JORNADAS NO TRABAJADAS (miles)	1995	32,1
Comunidad Valenciana	JORNADAS NO TRABAJADAS (miles)	1994	131,5
Comunidad Valenciana	JORNADAS NO TRABAJADAS (miles)	1993	81,0
Comunidad Valenciana	JORNADAS NO TRABAJADAS (miles)	1992	226,2
Comunidad Valenciana	JORNADAS NO TRABAJADAS (miles)	1991	67,4
Alicante/Alacant	HUELGAS DESARROLLADAS	2001	8,0
Alicante/Alacant	HUELGAS DESARROLLADAS	2000	7,0
Alicante/Alacant	HUELGAS DESARROLLADAS	1999	6,0
Alicante/Alacant	HUELGAS DESARROLLADAS	1998	8,0
Alicante/Alacant	HUELGAS DESARROLLADAS	1997	3,0
Alicante/Alacant	HUELGAS DESARROLLADAS	1996	14,0
Alicante/Alacant	HUELGAS DESARROLLADAS	1995	7,0
Alicante/Alacant	HUELGAS DESARROLLADAS	1994	9,0
Alicante/Alacant	HUELGAS DESARROLLADAS	1993	11,0
Alicante/Alacant	HUELGAS DESARROLLADAS	1992	36,0
Alicante/Alacant	HUELGAS DESARROLLADAS	1991	22,0
Alicante/Alacant	CENTROS DE TRABAJO CONVOCADOS	2001	3.509,0
Alicante/Alacant	CENTROS DE TRABAJO CONVOCADOS	2000	8,0
Alicante/Alacant	CENTROS DE TRABAJO CONVOCADOS	1999	7,0
Alicante/Alacant	CENTROS DE TRABAJO CONVOCADOS	1998	40,0
Alicante/Alacant	CENTROS DE TRABAJO CONVOCADOS	1997	152,0
Alicante/Alacant	CENTROS DE TRABAJO CONVOCADOS	1996	4.017,0
Alicante/Alacant	CENTROS DE TRABAJO CONVOCADOS	1995	7,0
Alicante/Alacant	CENTROS DE TRABAJO CONVOCADOS	1994	60,0
Alicante/Alacant	CENTROS DE TRABAJO CONVOCADOS	1993	11,0
Alicante/Alacant	CENTROS DE TRABAJO CONVOCADOS	1992	10.151,0
Alicante/Alacant	CENTROS DE TRABAJO CONVOCADOS	1991	3.091,0
Alicante/Alacant	TRABAJADORES PARTICIPANTES (miles)	2001	5,3
Alicante/Alacant	TRABAJADORES PARTICIPANTES (miles)	2000	0,9
Alicante/Alacant	TRABAJADORES PARTICIPANTES (miles)	1999	0,4
Alicante/Alacant	TRABAJADORES PARTICIPANTES (miles)	1998	0,5
Alicante/Alacant	TRABAJADORES PARTICIPANTES (miles)	1997	2,1
Alicante/Alacant	TRABAJADORES PARTICIPANTES (miles)	1996	9,6
Alicante/Alacant	TRABAJADORES PARTICIPANTES (miles)	1995	1,0
Alicante/Alacant	TRABAJADORES PARTICIPANTES (miles)	1994	0,9
Alicante/Alacant	TRABAJADORES PARTICIPANTES (miles)	1993	0,5
Alicante/Alacant	TRABAJADORES PARTICIPANTES (miles)	1992	21,6
Alicante/Alacant	TRABAJADORES PARTICIPANTES (miles)	1991	12,7
Alicante/Alacant	JORNADAS NO TRABAJADAS (miles)	2001	15,5
Alicante/Alacant	JORNADAS NO TRABAJADAS (miles)	2000	5,2
Alicante/Alacant	JORNADAS NO TRABAJADAS (miles)	1999	2,8
Alicante/Alacant	JORNADAS NO TRABAJADAS (miles)	1998	1,8
Alicante/Alacant	JORNADAS NO TRABAJADAS (miles)	1997	4,2
Alicante/Alacant	JORNADAS NO TRABAJADAS (miles)	1996	11,1
Alicante/Alacant	JORNADAS NO TRABAJADAS (miles)	1995	1,2
Alicante/Alacant	JORNADAS NO TRABAJADAS (miles)	1994	5,8
Alicante/Alacant	JORNADAS NO TRABAJADAS (miles)	1993	2,4
Alicante/Alacant	JORNADAS NO TRABAJADAS (miles)	1992	38,2
Alicante/Alacant	JORNADAS NO TRABAJADAS (miles)	1991	35,5
Castellón/Castelló	HUELGAS DESARROLLADAS	2001	7,0
Castellón/Castelló	HUELGAS DESARROLLADAS	2000	4,0
Castellón/Castelló	HUELGAS DESARROLLADAS	1999	6,0
Castellón/Castelló	HUELGAS DESARROLLADAS	1998	3,0
Castellón/Castelló	HUELGAS DESARROLLADAS	1997	3,0
Castellón/Castelló	HUELGAS DESARROLLADAS	1996	..
Castellón/Castelló	HUELGAS DESARROLLADAS	1995	5,0
Castellón/Castelló	HUELGAS DESARROLLADAS	1994	2,0
Castellón/Castelló	HUELGAS DESARROLLADAS	1993	7,0
Castellón/Castelló	HUELGAS DESARROLLADAS	1992	16,0
Castellón/Castelló	HUELGAS DESARROLLADAS	1991	19,0
Castellón/Castelló	CENTROS DE TRABAJO CONVOCADOS	2001	11,0
Castellón/Castelló	CENTROS DE TRABAJO CONVOCADOS	2000	4,0
Castellón/Castelló	CENTROS DE TRABAJO CONVOCADOS	1999	6,0
Castellón/Castelló	CENTROS DE TRABAJO CONVOCADOS	1998	3,0
Castellón/Castelló	CENTROS DE TRABAJO CONVOCADOS	1997	22,0
Castellón/Castelló	CENTROS DE TRABAJO CONVOCADOS	1996	..
Castellón/Castelló	CENTROS DE TRABAJO CONVOCADOS	1995	5,0
Castellón/Castelló	CENTROS DE TRABAJO CONVOCADOS	1994	2,0
Castellón/Castelló	CENTROS DE TRABAJO CONVOCADOS	1993	7,0
Castellón/Castelló	CENTROS DE TRABAJO CONVOCADOS	1992	163,0
Castellón/Castelló	CENTROS DE TRABAJO CONVOCADOS	1991	160,0
Castellón/Castelló	TRABAJADORES PARTICIPANTES (miles)	2001	0,3
Castellón/Castelló	TRABAJADORES PARTICIPANTES (miles)	2000	..
Castellón/Castelló	TRABAJADORES PARTICIPANTES (miles)	1999	0,2
Castellón/Castelló	TRABAJADORES PARTICIPANTES (miles)	1998	0,2
Castellón/Castelló	TRABAJADORES PARTICIPANTES (miles)	1997	0,8
Castellón/Castelló	TRABAJADORES PARTICIPANTES (miles)	1996	..
Castellón/Castelló	TRABAJADORES PARTICIPANTES (miles)	1995	0,1
Castellón/Castelló	TRABAJADORES PARTICIPANTES (miles)	1994	0,2
Castellón/Castelló	TRABAJADORES PARTICIPANTES (miles)	1993	0,3
Castellón/Castelló	TRABAJADORES PARTICIPANTES (miles)	1992	2,6
Castellón/Castelló	TRABAJADORES PARTICIPANTES (miles)	1991	3,2
Castellón/Castelló	JORNADAS NO TRABAJADAS (miles)	2001	0,6
Castellón/Castelló	JORNADAS NO TRABAJADAS (miles)	2000	0,5
Castellón/Castelló	JORNADAS NO TRABAJADAS (miles)	1999	1,6
Castellón/Castelló	JORNADAS NO TRABAJADAS (miles)	1998	4,3
Castellón/Castelló	JORNADAS NO TRABAJADAS (miles)	1997	1,5
Castellón/Castelló	JORNADAS NO TRABAJADAS (miles)	1996	..
Castellón/Castelló	JORNADAS NO TRABAJADAS (miles)	1995	0,2
Castellón/Castelló	JORNADAS NO TRABAJADAS (miles)	1994	0,2
Castellón/Castelló	JORNADAS NO TRABAJADAS (miles)	1993	1,0
Castellón/Castelló	JORNADAS NO TRABAJADAS (miles)	1992	6,3
Castellón/Castelló	JORNADAS NO TRABAJADAS (miles)	1991	4,5
Valencia/València	HUELGAS DESARROLLADAS	2001	28,0
Valencia/València	HUELGAS DESARROLLADAS	2000	27,0
Valencia/València	HUELGAS DESARROLLADAS	1999	45,0
Valencia/València	HUELGAS DESARROLLADAS	1998	34,0
Valencia/València	HUELGAS DESARROLLADAS	1997	26,0
Valencia/València	HUELGAS DESARROLLADAS	1996	41,0
Valencia/València	HUELGAS DESARROLLADAS	1995	48,0
Valencia/València	HUELGAS DESARROLLADAS	1994	34,0
Valencia/València	HUELGAS DESARROLLADAS	1993	61,0
Valencia/València	HUELGAS DESARROLLADAS	1992	66,0
Valencia/València	HUELGAS DESARROLLADAS	1991	48,0
Valencia/València	CENTROS DE TRABAJO CONVOCADOS	2001	2.820,0
Valencia/València	CENTROS DE TRABAJO CONVOCADOS	2000	5.228,0
Valencia/València	CENTROS DE TRABAJO CONVOCADOS	1999	1.046,0
Valencia/València	CENTROS DE TRABAJO CONVOCADOS	1998	33,0
Valencia/València	CENTROS DE TRABAJO CONVOCADOS	1997	26,0
Valencia/València	CENTROS DE TRABAJO CONVOCADOS	1996	5.495,0
Valencia/València	CENTROS DE TRABAJO CONVOCADOS	1995	1.056,0
Valencia/València	CENTROS DE TRABAJO CONVOCADOS	1994	6.211,0
Valencia/València	CENTROS DE TRABAJO CONVOCADOS	1993	5.158,0
Valencia/València	CENTROS DE TRABAJO CONVOCADOS	1992	3.843,0
Valencia/València	CENTROS DE TRABAJO CONVOCADOS	1991	2.533,0
Valencia/València	TRABAJADORES PARTICIPANTES (miles)	2001	29,7
Valencia/València	TRABAJADORES PARTICIPANTES (miles)	2000	8,4
Valencia/València	TRABAJADORES PARTICIPANTES (miles)	1999	19,0
Valencia/València	TRABAJADORES PARTICIPANTES (miles)	1998	33,7
Valencia/València	TRABAJADORES PARTICIPANTES (miles)	1997	18,8
Valencia/València	TRABAJADORES PARTICIPANTES (miles)	1996	44,9
Valencia/València	TRABAJADORES PARTICIPANTES (miles)	1995	13,9
Valencia/València	TRABAJADORES PARTICIPANTES (miles)	1994	69,5
Valencia/València	TRABAJADORES PARTICIPANTES (miles)	1993	46,6
Valencia/València	TRABAJADORES PARTICIPANTES (miles)	1992	70,3
Valencia/València	TRABAJADORES PARTICIPANTES (miles)	1991	20,2
Valencia/València	JORNADAS NO TRABAJADAS (miles)	2001	28,6
Valencia/València	JORNADAS NO TRABAJADAS (miles)	2000	11,3
Valencia/València	JORNADAS NO TRABAJADAS (miles)	1999	22,4
Valencia/València	JORNADAS NO TRABAJADAS (miles)	1998	47,8
Valencia/València	JORNADAS NO TRABAJADAS (miles)	1997	8,4
Valencia/València	JORNADAS NO TRABAJADAS (miles)	1996	51,4
Valencia/València	JORNADAS NO TRABAJADAS (miles)	1995	22,4
Valencia/València	JORNADAS NO TRABAJADAS (miles)	1994	125,5
Valencia/València	JORNADAS NO TRABAJADAS (miles)	1993	77,6
Valencia/València	JORNADAS NO TRABAJADAS (miles)	1992	181,8
Valencia/València	JORNADAS NO TRABAJADAS (miles)	1991	27,4
Extremadura	HUELGAS DESARROLLADAS	2001	4,0
Extremadura	HUELGAS DESARROLLADAS	2000	5,0
Extremadura	HUELGAS DESARROLLADAS	1999	3,0
Extremadura	HUELGAS DESARROLLADAS	1998	3,0
Extremadura	HUELGAS DESARROLLADAS	1997	1,0
Extremadura	HUELGAS DESARROLLADAS	1996	1,0
Extremadura	HUELGAS DESARROLLADAS	1995	7,0
Extremadura	HUELGAS DESARROLLADAS	1994	10,0
Extremadura	HUELGAS DESARROLLADAS	1993	9,0
Extremadura	HUELGAS DESARROLLADAS	1992	13,0
Extremadura	HUELGAS DESARROLLADAS	1991	15,0
Extremadura	CENTROS DE TRABAJO CONVOCADOS	2001	681,0
Extremadura	CENTROS DE TRABAJO CONVOCADOS	2000	5.754,0
Extremadura	CENTROS DE TRABAJO CONVOCADOS	1999	4,0
Extremadura	CENTROS DE TRABAJO CONVOCADOS	1998	3,0
Extremadura	CENTROS DE TRABAJO CONVOCADOS	1997	1,0
Extremadura	CENTROS DE TRABAJO CONVOCADOS	1996	1,0
Extremadura	CENTROS DE TRABAJO CONVOCADOS	1995	32.616,0
Extremadura	CENTROS DE TRABAJO CONVOCADOS	1994	63,0
Extremadura	CENTROS DE TRABAJO CONVOCADOS	1993	367,0
Extremadura	CENTROS DE TRABAJO CONVOCADOS	1992	2.542,0
Extremadura	CENTROS DE TRABAJO CONVOCADOS	1991	4.039,0
Extremadura	TRABAJADORES PARTICIPANTES (miles)	2001	0,5
Extremadura	TRABAJADORES PARTICIPANTES (miles)	2000	30,4
Extremadura	TRABAJADORES PARTICIPANTES (miles)	1999	0,2
Extremadura	TRABAJADORES PARTICIPANTES (miles)	1998	0,3
Extremadura	TRABAJADORES PARTICIPANTES (miles)	1997	..
Extremadura	TRABAJADORES PARTICIPANTES (miles)	1996	..
Extremadura	TRABAJADORES PARTICIPANTES (miles)	1995	41,9
Extremadura	TRABAJADORES PARTICIPANTES (miles)	1994	0,2
Extremadura	TRABAJADORES PARTICIPANTES (miles)	1993	0,5
Extremadura	TRABAJADORES PARTICIPANTES (miles)	1992	31,7
Extremadura	TRABAJADORES PARTICIPANTES (miles)	1991	6,6
Extremadura	JORNADAS NO TRABAJADAS (miles)	2001	0,8
Extremadura	JORNADAS NO TRABAJADAS (miles)	2000	65,6
Extremadura	JORNADAS NO TRABAJADAS (miles)	1999	..
Extremadura	JORNADAS NO TRABAJADAS (miles)	1998	0,1
Extremadura	JORNADAS NO TRABAJADAS (miles)	1997	..
Extremadura	JORNADAS NO TRABAJADAS (miles)	1996	..
Extremadura	JORNADAS NO TRABAJADAS (miles)	1995	122,3
Extremadura	JORNADAS NO TRABAJADAS (miles)	1994	0,9
Extremadura	JORNADAS NO TRABAJADAS (miles)	1993	4,0
Extremadura	JORNADAS NO TRABAJADAS (miles)	1992	38,2
Extremadura	JORNADAS NO TRABAJADAS (miles)	1991	13,4
Badajoz	HUELGAS DESARROLLADAS	2001	2,0
Badajoz	HUELGAS DESARROLLADAS	2000	..
Badajoz	HUELGAS DESARROLLADAS	1999	3,0
Badajoz	HUELGAS DESARROLLADAS	1998	3,0
Badajoz	HUELGAS DESARROLLADAS	1997	1,0
Badajoz	HUELGAS DESARROLLADAS	1996	..
Badajoz	HUELGAS DESARROLLADAS	1995	4,0
Badajoz	HUELGAS DESARROLLADAS	1994	7,0
Badajoz	HUELGAS DESARROLLADAS	1993	8,0
Badajoz	HUELGAS DESARROLLADAS	1992	9,0
Badajoz	HUELGAS DESARROLLADAS	1991	11,0
Badajoz	CENTROS DE TRABAJO CONVOCADOS	2001	1,0
Badajoz	CENTROS DE TRABAJO CONVOCADOS	2000	..
Badajoz	CENTROS DE TRABAJO CONVOCADOS	1999	4,0
Badajoz	CENTROS DE TRABAJO CONVOCADOS	1998	3,0
Badajoz	CENTROS DE TRABAJO CONVOCADOS	1997	1,0
Badajoz	CENTROS DE TRABAJO CONVOCADOS	1996	..
Badajoz	CENTROS DE TRABAJO CONVOCADOS	1995	32.006,0
Badajoz	CENTROS DE TRABAJO CONVOCADOS	1994	51,0
Badajoz	CENTROS DE TRABAJO CONVOCADOS	1993	366,0
Badajoz	CENTROS DE TRABAJO CONVOCADOS	1992	539,0
Badajoz	CENTROS DE TRABAJO CONVOCADOS	1991	3.533,0
Badajoz	TRABAJADORES PARTICIPANTES (miles)	2001	0,1
Badajoz	TRABAJADORES PARTICIPANTES (miles)	2000	..
Badajoz	TRABAJADORES PARTICIPANTES (miles)	1999	0,2
Badajoz	TRABAJADORES PARTICIPANTES (miles)	1998	0,3
Badajoz	TRABAJADORES PARTICIPANTES (miles)	1997	..
Badajoz	TRABAJADORES PARTICIPANTES (miles)	1996	..
Badajoz	TRABAJADORES PARTICIPANTES (miles)	1995	40,1
Badajoz	TRABAJADORES PARTICIPANTES (miles)	1994	0,2
Badajoz	TRABAJADORES PARTICIPANTES (miles)	1993	0,5
Badajoz	TRABAJADORES PARTICIPANTES (miles)	1992	2,1
Badajoz	TRABAJADORES PARTICIPANTES (miles)	1991	5,5
Badajoz	JORNADAS NO TRABAJADAS (miles)	2001	0,2
Badajoz	JORNADAS NO TRABAJADAS (miles)	2000	..
Badajoz	JORNADAS NO TRABAJADAS (miles)	1999	..
Badajoz	JORNADAS NO TRABAJADAS (miles)	1998	0,1
Badajoz	JORNADAS NO TRABAJADAS (miles)	1997	..
Badajoz	JORNADAS NO TRABAJADAS (miles)	1996	..
Badajoz	JORNADAS NO TRABAJADAS (miles)	1995	120,1
Badajoz	JORNADAS NO TRABAJADAS (miles)	1994	0,7
Badajoz	JORNADAS NO TRABAJADAS (miles)	1993	3,6
Badajoz	JORNADAS NO TRABAJADAS (miles)	1992	8,4
Badajoz	JORNADAS NO TRABAJADAS (miles)	1991	12,3
Cáceres	HUELGAS DESARROLLADAS	2001	..
Cáceres	HUELGAS DESARROLLADAS	2000	1,0
Cáceres	HUELGAS DESARROLLADAS	1999	..
Cáceres	HUELGAS DESARROLLADAS	1998	..
Cáceres	HUELGAS DESARROLLADAS	1997	..
Cáceres	HUELGAS DESARROLLADAS	1996	1,0
Cáceres	HUELGAS DESARROLLADAS	1995	3,0
Cáceres	HUELGAS DESARROLLADAS	1994	3,0
Cáceres	HUELGAS DESARROLLADAS	1993	1,0
Cáceres	HUELGAS DESARROLLADAS	1992	4,0
Cáceres	HUELGAS DESARROLLADAS	1991	4,0
Cáceres	CENTROS DE TRABAJO CONVOCADOS	2001	..
Cáceres	CENTROS DE TRABAJO CONVOCADOS	2000	1,0
Cáceres	CENTROS DE TRABAJO CONVOCADOS	1999	..
Cáceres	CENTROS DE TRABAJO CONVOCADOS	1998	..
Cáceres	CENTROS DE TRABAJO CONVOCADOS	1997	..
Cáceres	CENTROS DE TRABAJO CONVOCADOS	1996	1,0
Cáceres	CENTROS DE TRABAJO CONVOCADOS	1995	610,0
Cáceres	CENTROS DE TRABAJO CONVOCADOS	1994	12,0
Cáceres	CENTROS DE TRABAJO CONVOCADOS	1993	1,0
Cáceres	CENTROS DE TRABAJO CONVOCADOS	1992	2.003,0
Cáceres	CENTROS DE TRABAJO CONVOCADOS	1991	506,0
Cáceres	TRABAJADORES PARTICIPANTES (miles)	2001	..
