Tipo de jornada	Comunidades y Ciudades Autonómas	Decil	Periodo	Total
Total	03 Asturias, Principado de	4	2013	1.315,92
Total	03 Asturias, Principado de	4	2012	1.333,94
Total	03 Asturias, Principado de	4	2011	1.322,91
Total	03 Asturias, Principado de	4	2010	1.314,09
Total	03 Asturias, Principado de	4	2009	1.284,34
Total	03 Asturias, Principado de	4	2008	1.260,26
Total	03 Asturias, Principado de	4	2007	1.192,59
Total	03 Asturias, Principado de	4	2006	1.138,57
Total	03 Asturias, Principado de	5	2022	1.714,18
Total	03 Asturias, Principado de	5	2021	1.673,23
Total	03 Asturias, Principado de	5	2020	1.613,11
Total	03 Asturias, Principado de	5	2019	1.589,02
Total	03 Asturias, Principado de	5	2018	1.552,32
Total	03 Asturias, Principado de	5	2017	1.502,66
Total	03 Asturias, Principado de	5	2016	1.503,53
Total	03 Asturias, Principado de	5	2015	1.494,33
Total	03 Asturias, Principado de	5	2014	1.506,12
Total	03 Asturias, Principado de	5	2013	1.505,25
Total	03 Asturias, Principado de	5	2012	1.507,19
Total	03 Asturias, Principado de	5	2011	1.483,63
Total	03 Asturias, Principado de	5	2010	1.478,72
Total	03 Asturias, Principado de	5	2009	1.454,14
Total	03 Asturias, Principado de	5	2008	1.414,65
Total	03 Asturias, Principado de	5	2007	1.342,47
Total	03 Asturias, Principado de	5	2006	1.268,23
Total	03 Asturias, Principado de	6	2022	1.932,35
Total	03 Asturias, Principado de	6	2021	1.871,6
Total	03 Asturias, Principado de	6	2020	1.828,37
Total	03 Asturias, Principado de	6	2019	1.792,45
Total	03 Asturias, Principado de	6	2018	1.740,41
Total	03 Asturias, Principado de	6	2017	1.698,93
Total	03 Asturias, Principado de	6	2016	1.699,04
Total	03 Asturias, Principado de	6	2015	1.716,95
Total	03 Asturias, Principado de	6	2014	1.721,65
Total	03 Asturias, Principado de	6	2013	1.728,65
Total	03 Asturias, Principado de	6	2012	1.672,6
Total	03 Asturias, Principado de	6	2011	1.676,49
Total	03 Asturias, Principado de	6	2010	1.667,8
Total	03 Asturias, Principado de	6	2009	1.629,72
Total	03 Asturias, Principado de	6	2008	1.581,13
Total	03 Asturias, Principado de	6	2007	1.481,66
Total	03 Asturias, Principado de	6	2006	1.423,25
Total	03 Asturias, Principado de	7	2022	2.209,98
Total	03 Asturias, Principado de	7	2021	2.156,7
Total	03 Asturias, Principado de	7	2020	2.099,8
Total	03 Asturias, Principado de	7	2019	2.068,43
Total	03 Asturias, Principado de	7	2018	2.021,34
Total	03 Asturias, Principado de	7	2017	1.971,38
Total	03 Asturias, Principado de	7	2016	1.978,49
Total	03 Asturias, Principado de	7	2015	1.962,79
Total	03 Asturias, Principado de	7	2014	2.008,58
Total	03 Asturias, Principado de	7	2013	1.957,93
Total	03 Asturias, Principado de	7	2012	1.947,65
Total	03 Asturias, Principado de	7	2011	1.933
Total	03 Asturias, Principado de	7	2010	1.925,45
Total	03 Asturias, Principado de	7	2009	1.861,77
Total	03 Asturias, Principado de	7	2008	1.799,33
Total	03 Asturias, Principado de	7	2007	1.701,45
Total	03 Asturias, Principado de	7	2006	1.634,88
Total	03 Asturias, Principado de	8	2022	2.609,53
Total	03 Asturias, Principado de	8	2021	2.559,89
Total	03 Asturias, Principado de	8	2020	2.539,51
Total	03 Asturias, Principado de	8	2019	2.451,26
Total	03 Asturias, Principado de	8	2018	2.433,47
Total	03 Asturias, Principado de	8	2017	2.370,51
Total	03 Asturias, Principado de	8	2016	2.353,77
Total	03 Asturias, Principado de	8	2015	2.357,46
Total	03 Asturias, Principado de	8	2014	2.373,85
Total	03 Asturias, Principado de	8	2013	2.368,56
Total	03 Asturias, Principado de	8	2012	2.299,88
Total	03 Asturias, Principado de	8	2011	2.278,57
Total	03 Asturias, Principado de	8	2010	2.286,39
Total	03 Asturias, Principado de	8	2009	2.209,18
Total	03 Asturias, Principado de	8	2008	2.132,1
Total	03 Asturias, Principado de	8	2007	2.018,64
Total	03 Asturias, Principado de	8	2006	1.950,77
Total	03 Asturias, Principado de	9	2022	3.165,07
Total	03 Asturias, Principado de	9	2021	3.188,22
Total	03 Asturias, Principado de	9	2020	3.140,01
Total	03 Asturias, Principado de	9	2019	3.038,2
Total	03 Asturias, Principado de	9	2018	2.996,27
Total	03 Asturias, Principado de	9	2017	2.946,58
Total	03 Asturias, Principado de	9	2016	2.919,28
Total	03 Asturias, Principado de	9	2015	2.932,06
Total	03 Asturias, Principado de	9	2014	2.939,52
Total	03 Asturias, Principado de	9	2013	2.952,33
Total	03 Asturias, Principado de	9	2012	2.863,67
Total	03 Asturias, Principado de	9	2011	2.867,34
Total	03 Asturias, Principado de	9	2010	2.807,88
Total	03 Asturias, Principado de	9	2009	2.807,46
Total	03 Asturias, Principado de	9	2008	2.691,73
Total	03 Asturias, Principado de	9	2007	2.595,17
Total	03 Asturias, Principado de	9	2006	2.474,99
Total	03 Asturias, Principado de	10	2022	5.182,18
Total	03 Asturias, Principado de	10	2021	4.769,24
Total	03 Asturias, Principado de	10	2020	4.946,76
Total	03 Asturias, Principado de	10	2019	4.497,33
Total	03 Asturias, Principado de	10	2018	4.679,37
Total	03 Asturias, Principado de	10	2017	4.681,74
Total	03 Asturias, Principado de	10	2016	4.488,13
Total	03 Asturias, Principado de	10	2015	4.348,78
Total	03 Asturias, Principado de	10	2014	4.474,02
Total	03 Asturias, Principado de	10	2013	4.388,6
Total	03 Asturias, Principado de	10	2012	4.237,12
Total	03 Asturias, Principado de	10	2011	4.385,81
Total	03 Asturias, Principado de	10	2010	4.407,98
Total	03 Asturias, Principado de	10	2009	4.195,4
Total	03 Asturias, Principado de	10	2008	4.132,25
Total	03 Asturias, Principado de	10	2007	3.588,22
Total	03 Asturias, Principado de	10	2006	3.550,83
Total	04 Balears, Illes	Total decil	2022	2.311,67
Total	04 Balears, Illes	Total decil	2021	2.073,06
Total	04 Balears, Illes	Total decil	2020	1.844,85
Total	04 Balears, Illes	Total decil	2019	1.940,23
Total	04 Balears, Illes	Total decil	2018	1.862,6
Total	04 Balears, Illes	Total decil	2017	1.797,3
Total	04 Balears, Illes	Total decil	2016	1.749,27
Total	04 Balears, Illes	Total decil	2015	1.747,2
Total	04 Balears, Illes	Total decil	2014	1.707,51
Total	04 Balears, Illes	Total decil	2013	1.761,06
Total	04 Balears, Illes	Total decil	2012	1.681,24
Total	04 Balears, Illes	Total decil	2011	1.733,95
Total	04 Balears, Illes	Total decil	2010	1.724,84
Total	04 Balears, Illes	Total decil	2009	1.720,52
Total	04 Balears, Illes	Total decil	2008	1.617,04
Total	04 Balears, Illes	Total decil	2007	1.615,72
Total	04 Balears, Illes	Total decil	2006	1.448,02
Total	04 Balears, Illes	1	2022	626,6
Total	04 Balears, Illes	1	2021	552,07
Total	04 Balears, Illes	1	2020	479,58
Total	04 Balears, Illes	1	2019	504,03
Total	04 Balears, Illes	1	2018	452,61
Total	04 Balears, Illes	1	2017	479,41
Total	04 Balears, Illes	1	2016	481,15
Total	04 Balears, Illes	1	2015	387,57
Total	04 Balears, Illes	1	2014	353,14
Total	04 Balears, Illes	1	2013	407,11
Total	04 Balears, Illes	1	2012	417,48
Total	04 Balears, Illes	1	2011	448,3
Total	04 Balears, Illes	1	2010	471,69
Total	04 Balears, Illes	1	2009	516,41
Total	04 Balears, Illes	1	2008	494,9
Total	04 Balears, Illes	1	2007	489,6
Total	04 Balears, Illes	1	2006	487,33
Total	04 Balears, Illes	2	2022	1.128,19
Total	04 Balears, Illes	2	2021	1.021,63
Total	04 Balears, Illes	2	2020	1.022
Total	04 Balears, Illes	2	2019	998,97
Total	04 Balears, Illes	2	2018	911,54
Total	04 Balears, Illes	2	2017	846,08
Total	04 Balears, Illes	2	2016	849,48
Total	04 Balears, Illes	2	2015	829,9
Total	04 Balears, Illes	2	2014	813,25
Total	04 Balears, Illes	2	2013	794,91
Total	04 Balears, Illes	2	2012	820,35
Total	04 Balears, Illes	2	2011	864,52
Total	04 Balears, Illes	2	2010	874,19
Total	04 Balears, Illes	2	2009	866,48
Total	04 Balears, Illes	2	2008	894,66
Total	04 Balears, Illes	2	2007	833,7
Total	04 Balears, Illes	2	2006	792,87
Total	04 Balears, Illes	3	2022	1.328,49
Total	04 Balears, Illes	3	2021	1.277,46
Total	04 Balears, Illes	3	2020	1.242,27
Total	04 Balears, Illes	3	2019	1.237,75
Total	04 Balears, Illes	3	2018	1.174,43
Total	04 Balears, Illes	3	2017	1.116,54
Total	04 Balears, Illes	3	2016	1.132,5
Total	04 Balears, Illes	3	2015	1.113,66
Total	04 Balears, Illes	3	2014	1.107,61
Total	04 Balears, Illes	3	2013	1.112,47
Total	04 Balears, Illes	3	2012	1.115,44
Total	04 Balears, Illes	3	2011	1.150,11
Total	04 Balears, Illes	3	2010	1.153,87
Total	04 Balears, Illes	3	2009	1.129,94
Total	04 Balears, Illes	3	2008	1.116,23
Total	04 Balears, Illes	3	2007	1.070,45
Total	04 Balears, Illes	3	2006	1.009,3
Total	04 Balears, Illes	4	2022	1.527,08
Total	04 Balears, Illes	4	2021	1.455,29
Total	04 Balears, Illes	4	2020	1.432,95
Total	04 Balears, Illes	4	2019	1.422,71
Total	04 Balears, Illes	4	2018	1.355,68
Total	04 Balears, Illes	4	2017	1.321,62
Total	04 Balears, Illes	4	2016	1.334,13
Total	04 Balears, Illes	4	2015	1.301,78
Total	04 Balears, Illes	4	2014	1.330,42
Total	04 Balears, Illes	4	2013	1.315,37
Total	04 Balears, Illes	4	2012	1.327,96
Total	04 Balears, Illes	4	2011	1.308,7
Total	04 Balears, Illes	4	2010	1.323,07
Total	04 Balears, Illes	4	2009	1.297,58
Total	04 Balears, Illes	4	2008	1.270,88
Total	04 Balears, Illes	4	2007	1.205,95
Total	04 Balears, Illes	4	2006	1.142,3
Total	04 Balears, Illes	5	2022	1.723,57
Total	04 Balears, Illes	5	2021	1.662,78
Total	04 Balears, Illes	5	2020	1.604,73
Total	04 Balears, Illes	5	2019	1.605,39
Total	04 Balears, Illes	5	2018	1.559,08
Total	04 Balears, Illes	5	2017	1.498,84
Total	04 Balears, Illes	5	2016	1.503,2
Total	04 Balears, Illes	5	2015	1.497,25
Total	04 Balears, Illes	5	2014	1.502,25
Total	04 Balears, Illes	5	2013	1.501,18
Total	04 Balears, Illes	5	2012	1.482,04
Total	04 Balears, Illes	5	2011	1.475,42
Total	04 Balears, Illes	5	2010	1.472,07
Total	04 Balears, Illes	5	2009	1.437,27
Total	04 Balears, Illes	5	2008	1.412,52
Total	04 Balears, Illes	5	2007	1.331,06
Total	04 Balears, Illes	5	2006	1.262,67
Total	04 Balears, Illes	6	2022	1.922,29
Total	04 Balears, Illes	6	2021	1.879,51
Total	04 Balears, Illes	6	2020	1.826,17
Total	04 Balears, Illes	6	2019	1.796,44
Total	04 Balears, Illes	6	2018	1.755,75
Total	04 Balears, Illes	6	2017	1.696,8
Total	04 Balears, Illes	6	2016	1.684,46
Total	04 Balears, Illes	6	2015	1.692,81
Total	04 Balears, Illes	6	2014	1.713,93
Total	04 Balears, Illes	6	2013	1.698,43
Total	04 Balears, Illes	6	2012	1.676,81
Total	04 Balears, Illes	6	2011	1.685,17
Total	04 Balears, Illes	6	2010	1.659,95
Total	04 Balears, Illes	6	2009	1.618,95
Total	04 Balears, Illes	6	2008	1.574,37
Total	04 Balears, Illes	6	2007	1.490,04
Total	04 Balears, Illes	6	2006	1.417,42
Total	04 Balears, Illes	7	2022	2.194,86
Total	04 Balears, Illes	7	2021	2.168,81
Total	04 Balears, Illes	7	2020	2.091,92
Total	04 Balears, Illes	7	2019	2.065,23
Total	04 Balears, Illes	7	2018	1.999,78
Total	04 Balears, Illes	7	2017	1.942,97
Total	04 Balears, Illes	7	2016	1.948,03
Total	04 Balears, Illes	7	2015	1.942,02
Total	04 Balears, Illes	7	2014	1.980,74
Total	04 Balears, Illes	7	2013	1.975,28
Total	04 Balears, Illes	7	2012	1.946,04
Total	04 Balears, Illes	7	2011	1.928,33
Total	04 Balears, Illes	7	2010	1.921,91
Total	04 Balears, Illes	7	2009	1.870,4
Total	04 Balears, Illes	7	2008	1.797,58
Total	04 Balears, Illes	7	2007	1.682,27
Total	04 Balears, Illes	7	2006	1.627,78
Total	04 Balears, Illes	8	2022	2.573,7
Total	04 Balears, Illes	8	2021	2.565,67
Total	04 Balears, Illes	8	2020	2.555,66
Total	04 Balears, Illes	8	2019	2.469,36
Total	04 Balears, Illes	8	2018	2.432,97
Total	04 Balears, Illes	8	2017	2.363,36
Total	04 Balears, Illes	8	2016	2.342,92
Total	04 Balears, Illes	8	2015	2.370,62
Total	04 Balears, Illes	8	2014	2.388,41
Total	04 Balears, Illes	8	2013	2.367,98
Total	04 Balears, Illes	8	2012	2.327,37
Total	04 Balears, Illes	8	2011	2.302,58
Total	04 Balears, Illes	8	2010	2.302,5
Total	04 Balears, Illes	8	2009	2.216,55
Total	04 Balears, Illes	8	2008	2.139,01
Total	04 Balears, Illes	8	2007	2.028,75
Total	04 Balears, Illes	8	2006	1.954,19
Total	04 Balears, Illes	9	2022	3.208,06
Total	04 Balears, Illes	9	2021	3.186,59
Total	04 Balears, Illes	9	2020	3.190,03
Total	04 Balears, Illes	9	2019	3.032,45
Total	04 Balears, Illes	9	2018	3.013,05
Total	04 Balears, Illes	9	2017	2.881,86
Total	04 Balears, Illes	9	2016	2.943,14
Total	04 Balears, Illes	9	2015	2.967
Total	04 Balears, Illes	9	2014	2.957,81
Total	04 Balears, Illes	9	2013	2.894,93
Total	04 Balears, Illes	9	2012	2.793,42
Total	04 Balears, Illes	9	2011	2.799,32
Total	04 Balears, Illes	9	2010	2.804,85
Total	04 Balears, Illes	9	2009	2.795,57
Total	04 Balears, Illes	9	2008	2.679,98
Total	04 Balears, Illes	9	2007	2.607,25
Total	04 Balears, Illes	9	2006	2.447,58
Total	04 Balears, Illes	10	2022	5.370,69
Total	04 Balears, Illes	10	2021	5.140,7
Total	04 Balears, Illes	10	2020	4.652,74
Total	04 Balears, Illes	10	2019	5.077,24
Total	04 Balears, Illes	10	2018	4.644,72
Total	04 Balears, Illes	10	2017	4.780,65
Total	04 Balears, Illes	10	2016	4.416,19
Total	04 Balears, Illes	10	2015	4.570,27
Total	04 Balears, Illes	10	2014	4.467,38
Total	04 Balears, Illes	10	2013	4.552,71
Total	04 Balears, Illes	10	2012	4.526,32
Total	04 Balears, Illes	10	2011	4.499,06
Total	04 Balears, Illes	10	2010	4.189,39
Total	04 Balears, Illes	10	2009	4.370,8
Total	04 Balears, Illes	10	2008	4.336,48
Total	04 Balears, Illes	10	2007	3.718,74
Total	04 Balears, Illes	10	2006	3.455,21
Total	05 Canarias	Total decil	2022	1.869,28
Total	05 Canarias	Total decil	2021	1.984,8
Total	05 Canarias	Total decil	2020	1.775,71
Total	05 Canarias	Total decil	2019	1.749,95
Total	05 Canarias	Total decil	2018	1.679,32
Total	05 Canarias	Total decil	2017	1.606,56
Total	05 Canarias	Total decil	2016	1.631,79
Total	05 Canarias	Total decil	2015	1.574,03
Total	05 Canarias	Total decil	2014	1.621,63
Total	05 Canarias	Total decil	2013	1.617,29
Total	05 Canarias	Total decil	2012	1.620,3
Total	05 Canarias	Total decil	2011	1.627,92
Total	05 Canarias	Total decil	2010	1.629,25
Total	05 Canarias	Total decil	2009	1.633,04
Total	05 Canarias	Total decil	2008	1.569,92
Total	05 Canarias	Total decil	2007	1.426,19
Total	05 Canarias	Total decil	2006	1.413,43
Total	05 Canarias	1	2022	672,81
Total	05 Canarias	1	2021	591,83
Total	05 Canarias	1	2020	545,08
Total	05 Canarias	1	2019	589,45
Total	05 Canarias	1	2018	479,25
Total	05 Canarias	1	2017	486,57
Total	05 Canarias	1	2016	481,92
Total	05 Canarias	1	2015	426,29
Total	05 Canarias	1	2014	396,15
Total	05 Canarias	1	2013	435,33
Total	05 Canarias	1	2012	441,86
Total	05 Canarias	1	2011	456,22
Total	05 Canarias	1	2010	500,08
Total	05 Canarias	1	2009	505,17
Total	05 Canarias	1	2008	531,66
Total	05 Canarias	1	2007	498,86
Total	05 Canarias	1	2006	484,83
Total	05 Canarias	2	2022	1.146,21
Total	05 Canarias	2	2021	1.062,32
Total	05 Canarias	2	2020	1.001,57
Total	05 Canarias	2	2019	1.024,24
Total	05 Canarias	2	2018	916,56
Total	05 Canarias	2	2017	871,36
Total	05 Canarias	2	2016	870,84
Total	05 Canarias	2	2015	832,46
Total	05 Canarias	2	2014	827,99
Total	05 Canarias	2	2013	828,38
Total	05 Canarias	2	2012	855,87
Total	05 Canarias	2	2011	872,86
Total	05 Canarias	2	2010	887,86
Total	05 Canarias	2	2009	878,14
Total	05 Canarias	2	2008	892,49
Total	05 Canarias	2	2007	848,87
Total	05 Canarias	2	2006	797,27
Total	05 Canarias	3	2022	1.345,13
Total	05 Canarias	3	2021	1.265,14
Total	05 Canarias	3	2020	1.242,93
Total	05 Canarias	3	2019	1.213,93
Total	05 Canarias	3	2018	1.159,98
Total	05 Canarias	3	2017	1.114,58
Total	05 Canarias	3	2016	1.104,53
Total	05 Canarias	3	2015	1.109,26
Total	05 Canarias	3	2014	1.097,82
Total	05 Canarias	3	2013	1.103,35
Total	05 Canarias	3	2012	1.118,6
Total	05 Canarias	3	2011	1.117,61
Total	05 Canarias	3	2010	1.138,97
Total	05 Canarias	3	2009	1.107,7
Total	05 Canarias	3	2008	1.104,91
Total	05 Canarias	3	2007	1.060,23
Total	05 Canarias	3	2006	1.004,25
Total	05 Canarias	4	2022	1.537,39
Total	05 Canarias	4	2021	1.462,28
Total	05 Canarias	4	2020	1.414,82
Total	05 Canarias	4	2019	1.412,39
Total	05 Canarias	4	2018	1.354,73
Total	05 Canarias	4	2017	1.327,65
Total	05 Canarias	4	2016	1.331,22
Total	05 Canarias	4	2015	1.311,38
Total	05 Canarias	4	2014	1.307,92
Total	05 Canarias	4	2013	1.315,1
Total	05 Canarias	4	2012	1.318,52
Total	05 Canarias	4	2011	1.310,54
Total	05 Canarias	4	2010	1.307,46
Total	05 Canarias	4	2009	1.287,96
Total	05 Canarias	4	2008	1.262,74
Total	05 Canarias	4	2007	1.209,19
Total	05 Canarias	4	2006	1.145,84
Total	05 Canarias	5	2022	1.723,14
Total	05 Canarias	5	2021	1.647,72
Total	05 Canarias	5	2020	1.619,31
Total	05 Canarias	5	2019	1.598,86
Total	05 Canarias	5	2018	1.541,21
Total	05 Canarias	5	2017	1.510,96
Total	05 Canarias	5	2016	1.502,73
Total	05 Canarias	5	2015	1.494,28
Total	05 Canarias	5	2014	1.508,03
Total	05 Canarias	5	2013	1.496,73
Total	05 Canarias	5	2012	1.482,41
Total	05 Canarias	5	2011	1.493,16
Total	05 Canarias	5	2010	1.484,43
Total	05 Canarias	5	2009	1.443,55
Total	05 Canarias	5	2008	1.409,65
Total	05 Canarias	5	2007	1.335,72
Total	05 Canarias	5	2006	1.267,5
Total	05 Canarias	6	2022	1.912,25
Total	05 Canarias	6	2021	1.899,65
Total	05 Canarias	6	2020	1.799,14
Total	05 Canarias	6	2019	1.782,82
Total	05 Canarias	6	2018	1.740,24
Total	05 Canarias	6	2017	1.681,32
Total	05 Canarias	6	2016	1.690,74
Total	05 Canarias	6	2015	1.704,31
Total	05 Canarias	6	2014	1.716,99
Total	05 Canarias	6	2013	1.697,63
Total	05 Canarias	6	2012	1.673,6
Total	05 Canarias	6	2011	1.679,3
Total	05 Canarias	6	2010	1.661,62
Total	05 Canarias	6	2009	1.617,44
Total	05 Canarias	6	2008	1.581,52
Total	05 Canarias	6	2007	1.487,62
Total	05 Canarias	6	2006	1.418,88
Total	05 Canarias	7	2022	2.190,15
Total	05 Canarias	7	2021	2.175,57
Total	05 Canarias	7	2020	2.095,68
Total	05 Canarias	7	2019	2.069,18
Total	05 Canarias	7	2018	2.032,55
Total	05 Canarias	7	2017	1.956,58
Total	05 Canarias	7	2016	1.952,84
Total	05 Canarias	7	2015	1.957,31
Total	05 Canarias	7	2014	2.014,3
Total	05 Canarias	7	2013	2.000,01
Total	05 Canarias	7	2012	1.928,58
Total	05 Canarias	7	2011	1.928,87
Total	05 Canarias	7	2010	1.916,11
Total	05 Canarias	7	2009	1.872,48
Total	05 Canarias	7	2008	1.798,58
Total	05 Canarias	7	2007	1.704,82
Total	05 Canarias	7	2006	1.631,71
Total	05 Canarias	8	2022	2.568,99
Total	05 Canarias	8	2021	2.574,42
Total	05 Canarias	8	2020	2.535,11
Total	05 Canarias	8	2019	2.440,33
Total	05 Canarias	8	2018	2.409,54
Total	05 Canarias	8	2017	2.346,83
Total	05 Canarias	8	2016	2.348,61
Total	05 Canarias	8	2015	2.367,7
Total	05 Canarias	8	2014	2.390,97
Total	05 Canarias	8	2013	2.345,23
Total	05 Canarias	8	2012	2.301,81
Total	05 Canarias	8	2011	2.303,79
Total	05 Canarias	8	2010	2.300,41
Total	05 Canarias	8	2009	2.251,83
Total	05 Canarias	8	2008	2.152,71
Total	05 Canarias	8	2007	2.030,33
Total	05 Canarias	8	2006	1.951,89
Total	05 Canarias	9	2022	3.209,58
Total	05 Canarias	9	2021	3.170,13
Total	05 Canarias	9	2020	3.229,44
Total	05 Canarias	9	2019	3.049,96
Total	05 Canarias	9	2018	3.019,48
Total	05 Canarias	9	2017	2.917,7
Total	05 Canarias	9	2016	2.974,15
Total	05 Canarias	9	2015	2.965,7
Total	05 Canarias	9	2014	2.896,67
Total	05 Canarias	9	2013	2.914,95
Total	05 Canarias	9	2012	2.846,35
Total	05 Canarias	9	2011	2.860,83
Total	05 Canarias	9	2010	2.872,93
Total	05 Canarias	9	2009	2.865,61
Total	05 Canarias	9	2008	2.720,51
Total	05 Canarias	9	2007	2.596,67
Total	05 Canarias	9	2006	2.473,95
Total	05 Canarias	10	2022	4.972,79
Total	05 Canarias	10	2021	5.148,53
Total	05 Canarias	10	2020	4.943,45
Total	05 Canarias	10	2019	4.634,2
Total	05 Canarias	10	2018	4.563,18
Total	05 Canarias	10	2017	4.590,21
Total	05 Canarias	10	2016	4.458,09
Total	05 Canarias	10	2015	4.626,47
Total	05 Canarias	10	2014	4.490,89
Total	05 Canarias	10	2013	4.344,84
Total	05 Canarias	10	2012	4.758,6
Total	05 Canarias	10	2011	4.410,16
Total	05 Canarias	10	2010	4.466,65
Total	05 Canarias	10	2009	4.413,57
Total	05 Canarias	10	2008	4.375,54
Total	05 Canarias	10	2007	3.552,42
Total	05 Canarias	10	2006	3.605,62
Total	06 Cantabria	Total decil	2022	2.112,5
Total	06 Cantabria	Total decil	2021	2.059,75
Total	06 Cantabria	Total decil	2020	1.940,99
Total	06 Cantabria	Total decil	2019	1.959,82
Total	06 Cantabria	Total decil	2018	1.972,42
Total	06 Cantabria	Total decil	2017	1.897,33
Total	06 Cantabria	Total decil	2016	1.910,42
Total	06 Cantabria	Total decil	2015	1.855,38
Total	06 Cantabria	Total decil	2014	1.904,65
Total	06 Cantabria	Total decil	2013	1.873,04
Total	06 Cantabria	Total decil	2012	1.861,29
Total	06 Cantabria	Total decil	2011	1.885,82
Total	06 Cantabria	Total decil	2010	1.875,04
Total	06 Cantabria	Total decil	2009	1.818,26
Total	06 Cantabria	Total decil	2008	1.798,06
Total	06 Cantabria	Total decil	2007	1.643,39
Total	06 Cantabria	Total decil	2006	1.611,78
Total	06 Cantabria	1	2022	690,73
Total	06 Cantabria	1	2021	559,74
Total	06 Cantabria	1	2020	512,71
Total	06 Cantabria	1	2019	502,89
Total	06 Cantabria	1	2018	447,8
Total	06 Cantabria	1	2017	473,35
Total	06 Cantabria	1	2016	501,42
Total	06 Cantabria	1	2015	445,92
Total	06 Cantabria	1	2014	366,13
Total	06 Cantabria	1	2013	393,21
Total	06 Cantabria	1	2012	441,63
Total	06 Cantabria	1	2011	455,43
Total	06 Cantabria	1	2010	477,45
Total	06 Cantabria	1	2009	529,9
Total	06 Cantabria	1	2008	514,33
Total	06 Cantabria	1	2007	491,56
Total	06 Cantabria	1	2006	445,41
Total	06 Cantabria	2	2022	1.138,74
Total	06 Cantabria	2	2021	1.030,16
Total	06 Cantabria	2	2020	1.013,17
Total	06 Cantabria	2	2019	987,94
Total	06 Cantabria	2	2018	927,89
Total	06 Cantabria	2	2017	874,21
